x1;x2;clase
2.107101963;3.937103329;0
2.023220078;3.69965242;0
2.301476931;2.817740378;0
2.240907048;5.506646444;0
2.044702841;0.992369285;0
2.580092312;5.03749668;0
2.153282834;5.85149032;0
2.048417681;4.67500646;0
2.273884653;1.403135823;0
1.654906661;0.642887246;0
2.42377074;0.75128094;0
2.519994543;2.956048317;0
1.438664705;1.43797632;0
1.850864928;3.955830992;0
1.055986893;5.024717033;0
1.937531938;3.097037908;0
2.055171321;4.243649967;0
1.398158036;4.379791386;0
1.82696704;1.802398352;0
2.955517131;1.449583061;0
2.846454148;6.55298009;0
2.099913459;2.818877694;0
1.993901407;1.473770346;0
2.415765234;4.3667285;0
2.044201401;2.130894668;0
2.404900755;2.407279743;0
2.088969597;2.277179453;0
1.035120523;1.255773494;0
0.935137222;4.096791064;0
1.958596004;3.456083439;0
2.156818069;3.459944806;0
1.470829364;7.512926493;0
2.027280816;5.139629261;0
2.02251073;4.947383492;0
2.385888876;2.837513052;0
1.362761193;2.700514526;0
2.977698794;2.505738283;0
1.935996342;1.164401098;0
1.258662317;1.367937888;0
2.129395705;6.732885181;0
1.892033063;1.584214296;0
2.740592248;0.208712783;0
2.635857039;1.922012958;0
2.254862402;2.831687364;0
2.524946149;5.035289397;0
2.185648366;2.791498552;0
2.696604039;3.009200264;0
1.641365325;1.961217722;0
1.940143498;3.403532705;0
2.281430499;6.055197001;0
2.200176018;4.004297031;0
2.299351973;0.056325172;0
1.945846181;0.285552077;0
1.473686299;4.635445884;0
1.868713225;3.840215973;0
2.067980831;2.779027517;0
2.155153716;0.788927863;0
1.298053655;-0.277727251;0
2.336278226;2.977833526;0
1.525547027;1.710693055;0
1.840001231;2.255210097;0
1.994096027;4.59818106;0
1.849430736;3.545510428;0
2.199446759;4.177286375;0
1.992915966;-0.159410937;0
1.872513203;1.313089353;0
1.98602012;2.418414159;0
1.526144176;1.094911815;0
2.557528845;1.296348456;0
1.821983192;5.782777906;0
1.061257982;1.616993753;0
1.839310482;5.088856276;0
2.013447933;-1.109782651;0
2.798583192;0.771624077;0
1.252700084;4.123252539;0
2.667582081;0.358926163;0
1.806674349;2.734888194;0
2.238718685;-1.048104865;0
3.038957459;2.680143353;0
2.365951568;1.465609878;0
1.744101162;3.356232777;0
-1;-2;1
