x1;x2;clase
2.127558157;2.082248026;0
2.859072555;2.045383344;0
-2.351252903;5.19338763;0
-3.485495202;-2.023295847;0
-4.788105948;-5.584173637;0
-4.718058285;3.491596522;0
-2.372179228;-8.076967274;0
3.993365585;-1.97775691;0
1.744391224;-1.734138545;0
-0.951756731;-3.387753565;0
2.400867888;0.211986805;0
4.260975796;1.849308679;0
0.095892452;-0.557052323;0
1.003273256;-2.914704299;0
3.628894592;0.985154592;0
-3.631992335;-0.583355919;0
-2.806895922;2.569345819;0
-0.607907227;3.145754374;0
-0.60578498;0.122754629;0
-1.509890584;2.629559558;0
0.67020362;-5.887230689;0
-2.653478567;-3.537806555;0
2.818656125;2.212264828;0
0.808838291;4.309572213;0
3.504524112;-5.491779131;0
-4.08827794;1.205433773;0
2.056373005;-2.926891086;0
-2.302498571;-0.670974335;0
2.916568644;0.016185768;0
-1.457153924;-5.52067108;0
-0.491918275;0.322154468;0
2.682481244;-2.109008372;0
4.589856777;-1.636035983;0
-0.076253651;1.868448765;0
-1.116075706;2.139488907;0
-2.325583043;2.045019767;0
0.442678897;6.194245458;0
-0.760713299;-0.864593733;0
-1.139374171;-2.106096666;0
5.206436362;0.652429836;0
2.449491759;-6.851923353;0
-3.131479524;-4.16842659;0
7.804736042;3.627263266;0
-1.106640047;0.230345219;0
0.116235314;-0.366345309;0
-0.092969301;6.639666832;0
-0.459543068;1.314293089;0
3.637348082;2.292406107;0
1.385881253;-5.572268087;0
2.442560056;-5.527406548;0
3.908393998;6.572626021;0
-0.556963988;0.217635075;0
3.593379115;-4.365324317;0
-1.564482214;-1.253175408;0
2.611445548;-5.524466625;0
-3.978715805;1.037400407;0
-0.538772234;5.720752089;0
5.233020141;0.829922658;0
0.265013292;-8.150285141;0
2.799077652;-2.364714675;0
1.098673459;-0.423629107;0
-2.275085958;-2.072540074;0
-1.26312041;-2.70635339;0
2.83497144;-0.765212638;0
2.361053317;-4.210935852;0
5.014897867;-5.195338989;0
6.992146628;2.833560332;0
6.314635326;2.015147724;0
1.111303192;-2.719189846;0
3.232570213;2.617104134;0
7.905582397;-1.648445192;0
3.904092208;-5.094055375;0
3.031312422;-3.136780466;0
1.18853544;0.471926989;0
-0.720737371;2.243005178;0
-0.25414548;-0.561573719;0
-2.516395192;-2.317260195;0
-2.198303151;-0.952790517;0
6.571001391;-4.671651403;0
3.515044882;-1.357161125;0
-1.961031015;-0.89490983;0
1.584925865;-3.228730935;0
1.139381191;-2.629699407;0
0.670979432;2.189596751;0
-0.475284025;0.844471358;0
-3.928518928;-2.466996412;0
-3.634854064;-0.478425678;0
3.014544663;-4.566469419;0
1.380342539;-4.223938678;0
5.534551765;-3.574028862;0
-4.506628549;0.456541627;1
2.391920168;3.061078811;1
2.390322917;-2.216969082;1
-2.873909367;-0.648699012;1
2.891973591;9.687036973;1
4.134867823;1.861165433;1
8.64372612;-4.290542009;1
3.583820016;9.713764218;1
-2.65319833;9.552035468;1
3.244223445;2.937330929;1
3.341459709;-2.393523651;1
-0.211698123;-0.447775918;1
6.383117347;0.048105287;1
5.282167305;1.489813852;1
6.245905662;2.605614716;1
1.685800051;3.392908723;1
0.055532554;2.65547062;1
1.749711793;-1.205237014;1
9.996087196;5.795012485;1
-1.624586423;1.666455048;1
-1.102090174;3.788041131;1
-3.230267845;0.674909017;1
1.251036856;-1.690768146;1
1.284656136;7.432881424;1
3.893784565;-0.480819221;1
2.314580753;0.53611344;1
1.567474435;6.394613393;1
3.39006654;14.52514896;1
-3.661648972;4.400804891;1
3.332493304;-0.786750056;1
-2.500339272;5.265754983;1
0.255887419;1.130156184;1
-2.33180124;4.160086653;1
-2.343536426;1.003730765;1
-0.065669875;1.810850527;1
8.321053775;0.656675509;1
3.970532667;1.081088368;1
1.583437225;3.810885111;1
3.061902544;3.418340309;1
5.778569891;-1.251063078;1
-3.203646416;1.033274493;1
4.068689356;6.689145167;1
0.259043662;10.07458417;1
-2.209306011;2.652635822;1
-2.758209486;5.267564993;1
3.372443831;1.392111035;1
-2.670135483;4.631635564;1
8.593942062;-0.068298571;1
-2.114590405;4.619601049;1
2.484178271;3.875552013;1
6.645672097;0.261526506;1
4.124877871;1.443264741;1
5.538642146;0.659295593;1
2.682272822;7.650413893;1
2.994456209;-1.205267575;1
0.815312695;6.960981983;1
-2.211088771;3.713054579;1
2.195059743;5.598535189;1
-0.698486735;2.694605989;1
1.398601946;-1.548132468;1
1.691194006;-0.066201146;1
2.247078596;1.547833534;1
3.104536602;0.151312998;1
7.487625141;0.125713885;1
7.244159592;7.174909239;1
-0.566500696;4.200172119;1
3.188290637;-4.507395369;1
-1.733489428;3.754460198;1
2.723479256;2.199777004;1
-0.928013539;4.86011078;1
-3.888822893;1.989905751;1
0.251396863;2.687116296;1
2.450384646;0.20799708;1
2.004367175;4.943400162;1
0.891712396;0.32651924;1
0.67839726;-5.703182371;1
-0.639336867;5.013888264;1
0.598292634;0.237383208;1
-0.275217125;-2.117981548;1
1.894784299;2.553250719;1
5.289509376;0.145525679;1
2.105479523;3.70888622;1
5.793392715;3.628071505;1
7.474919639;1.457886289;1
-1.929034554;6.123632828;1
1.631479657;0.13323615;1
12.94425282;2.962256245;1
5.074770191;4.96268109;1
-0.219883502;-3.679631986;1
3.517813211;4.687293276;1
