x1;x2;clase
-0.406606033;1.336610035;0
-0.229654282;-1.243680783;0
-1.393715219;0.509530529;0
-0.366745003;-0.355832768;0
-0.183124533;-1.414768308;0
-0.06006978;-0.874446023;0
-0.519839424;-1.553506268;0
0.702587482;-0.272200312;0
0.102290558;-0.533569934;0
0.4404042;0.472238187;0
-1.404548501;-2.646254331;0
-0.534462256;-0.485297988;0
-0.054364225;0.868710788;0
-0.626870135;-0.157675291;0
0.097028246;0.968286252;0
-0.151578623;0.538856178;0
0.433789541;0.464801393;0
1.048788257;0.210241287;0
-1.878178559;-2.911272628;0
-0.427323782;0.84208663;0
-1.548494871;-0.359204774;0
0.442242085;-1.002808463;0
0.034295387;-0.831166327;0
-0.801303756;0.00798447;0
-0.966557912;-0.199571497;0
1.198592023;-0.341339306;0
-0.501657991;-0.877807238;0
-0.010934709;0.146089318;0
0.515791088;-0.487581732;0
0.296043734;0.874413619;0
-0.81340584;-0.724276191;0
-1.750865531;-0.255900857;0
-0.357939503;-0.011242496;0
-1.366842748;-0.140336005;0
-1.11310208;-1.840367867;0
1.789788877;1.30468199;0
0.819794818;0.600030838;0
-0.5074808;1.403052946;0
-2.346370119;0.968271894;0
-0.275152096;-0.343198731;0
0.076315322;-0.704456173;0
1.281637593;1.617194407;0
0.788534734;-1.520965432;0
1.761199973;-0.602467324;0
-0.261958286;-0.556017391;0
0.526255275;0.450291845;0
0.18018458;-1.520482977;0
0.286941483;-0.348259695;0
0.155388845;1.063007757;0
1.986830909;0.678085493;0
-2.965676781;0.557718999;0
-0.588745066;-1.12902112;0
-0.000765167;-0.639952648;0
1.337288415;-0.971668845;0
1.194195926;-1.114856453;0
-0.157198354;-0.467948674;0
-0.129214211;0.159889322;0
-1.862241608;-1.674015928;0
-1.16913561;0.807496844;0
1.613096231;2.832269594;0
1.575715547;1.191128155;0
-0.020373214;-0.559301932;0
-0.356958015;-1.305606547;0
-0.032559296;-0.259389489;0
2.041698137;-0.933919624;0
-1.56329739;0.652915196;0
-1.025098418;-0.079647987;0
0.166834504;-0.350753586;0
-1.136984152;-1.971157602;0
-0.187480736;-0.283822908;0
-0.688345868;0.620536775;0
0.900218543;0.89077282;0
-0.277004257;-0.399548721;0
-0.153134514;-0.316988251;0
-1.012353973;0.281721132;0
-1.025013867;-0.360152592;0
-0.499152251;-0.369869449;0
-2.200483767;-1.440510211;0
1.989362174;-0.022628019;0
-0.171131724;0.649389715;0
0.88168139;-0.226553192;0
0.070323664;0.298087498;0
0.210411725;-1.072800104;0
0.854854918;1.1314299;0
0.411818499;1.560919037;0
-1.676561605;0.202464618;0
-0.392853953;0.474214133;0
0.602406185;-0.143229431;0
-2.396029;-0.560779127;0
-4.506628549;0.456541627;1
2.391920168;3.061078811;1
2.390322917;-2.216969082;1
-2.873909367;-0.648699012;1
2.891973591;9.687036973;1
4.134867823;1.861165433;1
8.64372612;-4.290542009;1
3.583820016;9.713764218;1
-2.65319833;9.552035468;1
3.244223445;2.937330929;1
3.341459709;-2.393523651;1
-0.211698123;-0.447775918;1
6.383117347;0.048105287;1
5.282167305;1.489813852;1
6.245905662;2.605614716;1
1.685800051;3.392908723;1
0.055532554;2.65547062;1
1.749711793;-1.205237014;1
9.996087196;5.795012485;1
-1.624586423;1.666455048;1
-1.102090174;3.788041131;1
-3.230267845;0.674909017;1
1.251036856;-1.690768146;1
1.284656136;7.432881424;1
3.893784565;-0.480819221;1
2.314580753;0.53611344;1
1.567474435;6.394613393;1
3.39006654;14.52514896;1
-3.661648972;4.400804891;1
3.332493304;-0.786750056;1
-2.500339272;5.265754983;1
0.255887419;1.130156184;1
-2.33180124;4.160086653;1
-2.343536426;1.003730765;1
-0.065669875;1.810850527;1
8.321053775;0.656675509;1
3.970532667;1.081088368;1
1.583437225;3.810885111;1
3.061902544;3.418340309;1
5.778569891;-1.251063078;1
-3.203646416;1.033274493;1
4.068689356;6.689145167;1
0.259043662;10.07458417;1
-2.209306011;2.652635822;1
-2.758209486;5.267564993;1
3.372443831;1.392111035;1
-2.670135483;4.631635564;1
8.593942062;-0.068298571;1
-2.114590405;4.619601049;1
2.484178271;3.875552013;1
6.645672097;0.261526506;1
4.124877871;1.443264741;1
5.538642146;0.659295593;1
2.682272822;7.650413893;1
2.994456209;-1.205267575;1
0.815312695;6.960981983;1
-2.211088771;3.713054579;1
2.195059743;5.598535189;1
-0.698486735;2.694605989;1
1.398601946;-1.548132468;1
1.691194006;-0.066201146;1
2.247078596;1.547833534;1
3.104536602;0.151312998;1
7.487625141;0.125713885;1
7.244159592;7.174909239;1
-0.566500696;4.200172119;1
3.188290637;-4.507395369;1
-1.733489428;3.754460198;1
2.723479256;2.199777004;1
-0.928013539;4.86011078;1
-3.888822893;1.989905751;1
0.251396863;2.687116296;1
2.450384646;0.20799708;1
2.004367175;4.943400162;1
0.891712396;0.32651924;1
0.67839726;-5.703182371;1
-0.639336867;5.013888264;1
0.598292634;0.237383208;1
-0.275217125;-2.117981548;1
1.894784299;2.553250719;1
5.289509376;0.145525679;1
2.105479523;3.70888622;1
5.793392715;3.628071505;1
7.474919639;1.457886289;1
-1.929034554;6.123632828;1
1.631479657;0.13323615;1
12.94425282;2.962256245;1
5.074770191;4.96268109;1
-0.219883502;-3.679631986;1
3.517813211;4.687293276;1
