x1;x2;clase
0.522656941;0.703339038;0
-0.404617105;-0.035857569;0
0.36941748;-0.451376998;0
-0.321123197;0.12093038;0
-0.083366741;0.504385875;0
0.328238328;-0.017244433;0
-0.19073473;-0.264280821;0
-0.902643353;0.052951274;0
0.240062621;0.308847054;0
-0.302820387;0.485840881;0
-0.935452831;-0.512789992;0
0.036026302;-0.792914307;0
-0.274342086;0.367269487;0
-0.441955022;0.545292537;0
-0.09987552;0.329864778;0
0.592595599;-0.157198501;0
0.264919534;0.32000348;0
-0.739968714;-0.282283297;0
0.457102525;-0.572965822;0
0.176218479;-0.528570618;0
-1.095414314;-0.531699004;0
0.331264923;0.529398885;0
0.074396267;-0.66149778;0
-0.234648837;-0.055923576;0
-0.243881299;1.435344273;0
-0.5555184;-0.155338091;0
0.870623285;-0.45618696;0
0.259084035;0.48952053;0
-0.152405993;0.647275063;0
-0.701396656;0.227111794;0
-0.191558477;0.441115149;0
-0.013957431;-0.257962299;0
-0.619215875;-1.490079458;0
0.179163661;0.47291942;0
0.432911937;-0.391911432;0
0.637749098;-0.178118414;0
0.215715302;-0.426804792;0
0.505941205;0.535155363;0
-0.215074817;-0.243952653;0
-0.509080123;0.328835077;0
-0.340036943;1.079697927;0
0.479257934;0.517648027;0
-1.10664684;0.15421628;0
-0.133535116;-0.031274922;0
0.793833389;-0.103861224;0
-0.442027169;0.543588049;0
-0.608882439;-0.666467177;0
-0.371492051;-0.214069241;0
-0.603102481;-0.215582356;0
0.63550592;-0.743420515;0
0.136935574;-0.371824681;0
-0.900657503;-0.318384464;0
-0.350990179;-0.169936867;0
-0.093171806;-0.299851727;0
-0.280495786;-0.486146076;0
-0.254980935;-0.83581413;0
0.532672363;-0.113590174;0
-0.485889558;-0.345048916;0
-0.031835316;0.074647729;0
-0.052593045;0.037500742;0
-0.398969445;1.030788313;0
-0.286684592;-0.215042339;0
1.575518118;-0.163048027;0
1.203432297;-0.025426796;0
0.120488984;-0.468995608;0
0.064577001;0.804210369;0
0.514103444;-0.10112852;0
-0.315139502;0.459433442;0
-0.060819633;0.148550519;0
0.103812453;0.1054373;0
0.263458538;0.72997291;0
0.534019823;0.379848787;0
0.122007252;-0.365608773;0
0.03521252;0.71886642;0
-0.113009122;-0.276162191;0
-0.968422567;0.136988174;0
-0.184920146;-0.863158945;0
-0.889573181;-0.606308409;0
-0.434082958;0.087837473;0
0.429948458;-0.558373456;0
0.127113597;0.357534299;0
0.235608262;-0.590692634;0
-0.23947788;0.87363263;0
0.053720191;0.490657251;0
-0.654117278;-1.122392867;0
-0.062735582;0.09160361;0
0.382706186;-0.250512285;0
0.96688587;-0.540659066;0
1.01449248;-0.228981913;0
0.47458567;1.114613397;0
